,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,,,Category,Sum
1952,eaddee3e-3a23-47cd-9785-ab7f2120a293,want,2020-12-05 19:26:18,,science,positive,70,,,,
1970,eaddee3e-3a23-47cd-9785-ab7f2120a293,want,2021-03-28 4:53:02,,science,positive,70,,,,
1946,eaddee3e-3a23-47cd-9785-ab7f2120a293,worried,2020-07-11 3:03:57,,science,negative,12,,,,
1956,eaddee3e-3a23-47cd-9785-ab7f2120a293,worried,2020-11-29 15:12:57,,science,negative,12,,,,
1971,eaddee3e-3a23-47cd-9785-ab7f2120a293,worried,2020-10-02 5:25:31,,science,negative,12,,,,
1975,eaddee3e-3a23-47cd-9785-ab7f2120a293,worried,2021-05-27 13:19:43,,science,negative,12,,,,
3295,eb6fc324-f85b-4bfb-b712-0a3eceb0b9d7,cherish,2020-12-24 2:03:44,,soccer,positive,70,,,,
3296,eb6fc324-f85b-4bfb-b712-0a3eceb0b9d7,disgust,2020-08-21 17:43:38,,soccer,negative,0,,,,
3294,eb6fc324-f85b-4bfb-b712-0a3eceb0b9d7,interested,2020-10-11 22:44:12,,soccer,positive,30,,,,
3292,eb6fc324-f85b-4bfb-b712-0a3eceb0b9d7,super love,2021-05-24 23:17:37,,soccer,positive,75,,,,
3293,eb6fc324-f85b-4bfb-b712-0a3eceb0b9d7,want,2021-01-21 8:39:21,,soccer,positive,70,,,,
4768,ebdf5d36-9ecc-44d7-b641-d33805709452,adore,2020-09-06 21:04:13,,cooking,positive,72,,,,
4738,ebdf5d36-9ecc-44d7-b641-d33805709452,cherish,2020-07-12 19:05:17,,cooking,positive,70,,,,
4739,ebdf5d36-9ecc-44d7-b641-d33805709452,cherish,2020-07-09 10:43:59,,cooking,positive,70,,,,
4752,ebdf5d36-9ecc-44d7-b641-d33805709452,disgust,2020-12-24 19:41:09,,cooking,negative,0,,,,
4761,ebdf5d36-9ecc-44d7-b641-d33805709452,disgust,2020-12-05 18:33:57,,cooking,negative,0,,,,
4766,ebdf5d36-9ecc-44d7-b641-d33805709452,disgust,2020-06-21 6:14:06,,cooking,negative,0,,,,
4755,ebdf5d36-9ecc-44d7-b641-d33805709452,dislike,2020-12-17 12:08:40,,cooking,negative,10,,,,
4737,ebdf5d36-9ecc-44d7-b641-d33805709452,hate,2020-08-20 1:54:10,,cooking,negative,5,,,,
,,,,,,,,,,,
4744,ebdf5d36-9ecc-44d7-b641-d33805709452,hate,2020-08-05 23:28:18,,cooking,negative,5,,,,
4750,ebdf5d36-9ecc-44d7-b641-d33805709452,heart,2020-09-14 10:03:31,,cooking,positive,60,,,,
4767,ebdf5d36-9ecc-44d7-b641-d33805709452,heart,2020-08-17 2:39:00,,cooking,positive,60,,,,
4769,ebdf5d36-9ecc-44d7-b641-d33805709452,heart,2020-11-02 10:16:36,,cooking,positive,60,,,,
4753,ebdf5d36-9ecc-44d7-b641-d33805709452,indifferent,2021-04-26 22:18:39,,cooking,neutral,20,,,,
4741,ebdf5d36-9ecc-44d7-b641-d33805709452,interested,2020-10-05 8:19:02,,cooking,positive,30,,,,
4745,ebdf5d36-9ecc-44d7-b641-d33805709452,interested,2020-08-03 19:03:42,,cooking,positive,30,,,,
4759,ebdf5d36-9ecc-44d7-b641-d33805709452,interested,2020-10-29 23:26:42,,cooking,positive,30,,,,
4763,ebdf5d36-9ecc-44d7-b641-d33805709452,interested,2020-08-09 18:37:05,,cooking,positive,30,,,,
4747,ebdf5d36-9ecc-44d7-b641-d33805709452,like,2020-12-19 21:06:58,,cooking,positive,50,,,,
4757,ebdf5d36-9ecc-44d7-b641-d33805709452,like,2020-09-05 16:04:36,,cooking,positive,50,,,,
4758,ebdf5d36-9ecc-44d7-b641-d33805709452,like,2020-08-12 17:15:47,,cooking,positive,50,,,,
4760,ebdf5d36-9ecc-44d7-b641-d33805709452,love,2020-08-04 11:59:03,,cooking,positive,65,,,,
4736,ebdf5d36-9ecc-44d7-b641-d33805709452,peeking,2020-07-28 1:03:23,,cooking,neutral,35,,,,
4743,ebdf5d36-9ecc-44d7-b641-d33805709452,peeking,2020-11-13 17:16:33,,cooking,neutral,35,,,,
4756,ebdf5d36-9ecc-44d7-b641-d33805709452,peeking,2021-05-20 7:39:29,,cooking,neutral,35,,,,
4771,ebdf5d36-9ecc-44d7-b641-d33805709452,peeking,2021-02-26 20:09:26,,cooking,neutral,35,,,,
4746,ebdf5d36-9ecc-44d7-b641-d33805709452,scared,2021-05-18 10:00:00,,cooking,negative,15,,,,
4748,ebdf5d36-9ecc-44d7-b641-d33805709452,scared,2021-03-23 4:54:37,,cooking,negative,15,,,,
4754,ebdf5d36-9ecc-44d7-b641-d33805709452,scared,2021-06-07 15:42:14,,cooking,negative,15,,,,
4762,ebdf5d36-9ecc-44d7-b641-d33805709452,scared,2021-02-18 2:36:39,,cooking,negative,15,,,,
4765,ebdf5d36-9ecc-44d7-b641-d33805709452,scared,2020-12-23 16:24:31,,cooking,negative,15,,,,
4749,ebdf5d36-9ecc-44d7-b641-d33805709452,super love,2021-06-11 23:26:00,,cooking,positive,75,,,,
4751,ebdf5d36-9ecc-44d7-b641-d33805709452,super love,2021-05-03 17:38:32,,cooking,positive,75,,,,
4770,ebdf5d36-9ecc-44d7-b641-d33805709452,super love,2021-02-06 13:22:41,,cooking,positive,75,,,,
4740,ebdf5d36-9ecc-44d7-b641-d33805709452,want,2020-07-19 2:09:53,,cooking,positive,70,,,,
4742,ebdf5d36-9ecc-44d7-b641-d33805709452,want,2021-04-16 5:24:03,,cooking,positive,70,,,,
4764,ebdf5d36-9ecc-44d7-b641-d33805709452,worried,2020-06-27 3:00:05,,cooking,negative,12,,,,
5637,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,adore,2020-08-29 18:57:06,,education,positive,72,,,,
5638,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,adore,2020-12-17 23:46:00,,education,positive,72,,,,
5623,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,cherish,2021-03-15 21:47:31,,education,positive,70,,,,
5629,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,cherish,2021-02-13 15:10:29,,education,positive,70,,,,
5645,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,cherish,2020-11-20 17:54:59,,education,positive,70,,,,
5634,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,dislike,2020-07-28 16:26:25,,education,negative,10,,,,
,,,,,,,,,,,
5642,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,hate,2021-01-19 20:00:45,,education,negative,5,,,,
5647,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,hate,2021-02-22 7:22:03,,education,negative,5,,,,
5624,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,heart,2020-07-09 5:29:30,,education,positive,60,,,,
5635,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,heart,2020-11-18 8:00:09,,education,positive,60,,,,
5631,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,indifferent,2021-05-24 20:20:17,,education,neutral,20,,,,
5625,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,interested,2020-10-05 15:01:54,,education,positive,30,,,,
5630,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,interested,2020-11-20 17:00:45,,education,positive,30,,,,
5640,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,interested,2020-12-13 8:21:45,,education,positive,30,,,,
5636,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,intrigued,2021-05-13 17:43:42,,education,positive,45,,,,
5650,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,intrigued,2020-12-12 17:56:49,,education,positive,45,,,,
5626,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,like,2021-02-24 1:15:28,,education,positive,50,,,,
5643,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,like,2021-01-06 10:19:45,,education,positive,50,,,,
5646,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,love,2021-05-25 11:03:13,,education,positive,65,,,,
5639,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,peeking,2020-08-17 4:42:57,,education,neutral,35,,,,
5641,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,scared,2020-06-25 5:27:03,,education,negative,15,,,,
5644,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,scared,2021-03-24 11:24:53,,education,negative,15,,,,
5648,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,scared,2020-11-06 15:24:26,,education,negative,15,,,,
5628,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,super love,2021-01-23 5:34:29,,education,positive,75,,,,
5633,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,super love,2021-05-30 23:10:12,,education,positive,75,,,,
5649,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,super love,2020-11-28 23:14:48,,education,positive,75,,,,
5627,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,worried,2021-02-01 3:16:00,,education,negative,12,,,,
5632,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,worried,2021-02-11 22:54:10,,education,negative,12,,,,
12358,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,adore,2020-11-08 5:28:55,,food,positive,72,,,,
12361,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,cherish,2020-08-26 0:31:15,,food,positive,70,,,,
12365,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,cherish,2020-08-21 17:59:45,,food,positive,70,,,,
12350,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,disgust,2020-11-14 8:52:00,,food,negative,0,,,,
12362,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,disgust,2020-09-13 4:01:12,,food,negative,0,,,,
12349,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,dislike,2020-12-26 17:41:59,,food,negative,10,,,,
12352,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,hate,2020-12-05 21:35:52,,food,negative,5,,,,
12372,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,hate,2021-01-20 10:44:52,,food,negative,5,,,,
12357,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,heart,2021-04-24 8:18:00,,food,positive,60,,,,
12363,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,heart,2021-05-22 5:11:40,,food,positive,60,,,,
12368,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,heart,2021-04-04 9:57:34,,food,positive,60,,,,
12355,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,indifferent,2020-09-07 9:38:15,,food,neutral,20,,,,
12370,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,indifferent,2021-01-21 15:48:53,,food,neutral,20,,,,
,,,,,,,,,,,
12360,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,interested,2020-09-24 3:45:18,,food,positive,30,,,,
12345,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,intrigued,2020-09-02 2:42:25,,food,positive,45,,,,
12353,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,intrigued,2020-07-22 23:03:33,,food,positive,45,,,,
12354,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,intrigued,2020-10-20 8:09:26,,food,positive,45,,,,
12347,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,like,2020-12-08 3:03:10,,food,positive,50,,,,
12364,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,like,2020-11-14 14:05:30,,food,positive,50,,,,
12359,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,love,2020-12-05 15:52:20,,food,positive,65,,,,
12366,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,love,2020-08-08 12:45:25,,food,positive,65,,,,
12371,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,peeking,2020-08-05 16:43:11,,food,neutral,35,,,,
12367,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,scared,2020-10-22 8:45:34,,food,negative,15,,,,
12351,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,super love,2020-10-30 6:21:34,,food,positive,75,,,,
12356,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,super love,2021-02-06 2:10:55,,food,positive,75,,,,
12369,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,super love,2020-11-29 13:01:50,,food,positive,75,,,,
12346,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,want,2020-09-09 5:00:36,,food,positive,70,,,,
12348,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,want,2020-11-20 17:55:47,,food,positive,70,,,,
21438,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,adore,2021-03-08 4:04:37,,science,positive,72,,,,
21439,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,adore,2020-09-26 12:29:13,,science,positive,72,,,,
21444,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,adore,2020-08-21 13:38:53,,science,positive,72,,,,
21434,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,disgust,2020-07-30 21:34:24,,science,negative,0,,,,
21435,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,disgust,2020-10-21 0:37:10,,science,negative,0,,,,
21431,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,dislike,2020-06-25 21:40:50,,science,negative,10,,,,
21441,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,dislike,2021-05-06 7:54:21,,science,negative,10,,,,
21443,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,dislike,2020-07-06 20:51:53,,science,negative,10,,,,
21445,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,hate,2021-03-16 5:31:36,,science,negative,5,,,,
21432,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,heart,2020-08-06 2:09:30,,science,positive,60,,,,
21427,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,indifferent,2020-10-30 16:01:15,,science,neutral,20,,,,
21430,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,interested,2021-03-14 22:50:45,,science,positive,30,,,,
21437,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,interested,2021-03-06 0:26:43,,science,positive,30,,,,
21436,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,like,2020-08-27 16:25:38,,science,positive,50,,,,
21433,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,love,2020-09-28 6:48:41,,science,positive,65,,,,
21428,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,peeking,2021-04-01 6:16:33,,science,neutral,35,,,,
21442,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,peeking,2021-04-11 8:37:45,,science,neutral,35,,,,
21429,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,super love,2020-09-28 16:27:52,,science,positive,75,,,,
21440,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,super love,2020-10-28 12:28:21,,science,positive,75,,,,
21426,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,want,2021-03-13 10:41:08,,science,positive,70,,,,
18317,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,cherish,2021-02-08 7:15:15,,education,positive,70,,,,
18312,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,disgust,2020-12-14 14:10:02,,education,negative,0,,,,
18314,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,disgust,2021-04-02 5:16:55,,education,negative,0,,,,
18329,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,dislike,2020-06-18 23:32:04,,education,negative,10,,,,
18324,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,hate,2020-09-01 5:03:48,,education,negative,5,,,,
18334,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,hate,2021-04-21 19:50:30,,education,negative,5,,,,
18335,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,hate,2020-11-24 22:38:15,,education,negative,5,,,,
18339,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,hate,2021-01-12 13:38:31,,education,negative,5,,,,
,,,,,,,,,,,
18307,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,heart,2021-02-28 11:46:05,,education,positive,60,,,,
18320,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,heart,2021-03-05 5:27:15,,education,positive,60,,,,
18333,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,heart,2020-09-17 5:57:51,,education,positive,60,,,,
18305,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,indifferent,2020-11-04 17:50:55,,education,neutral,20,,,,
18319,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,indifferent,2021-03-02 20:42:32,,education,neutral,20,,,,
18330,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,indifferent,2020-11-26 2:51:21,,education,neutral,20,,,,
18337,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,indifferent,2021-03-28 8:35:28,,education,neutral,20,,,,
18316,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,intrigued,2020-12-01 9:03:14,,education,positive,45,,,,
18331,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,intrigued,2020-08-25 21:29:27,,education,positive,45,,,,
18309,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,like,2021-02-09 13:49:09,,education,positive,50,,,,
18323,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,like,2020-07-21 2:01:59,,education,positive,50,,,,
18311,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,love,2020-06-21 21:44:36,,education,positive,65,,,,
18322,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,love,2020-08-18 22:20:22,,education,positive,65,,,,
18325,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,love,2020-09-06 21:34:04,,education,positive,65,,,,
18336,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,love,2021-03-25 4:01:16,,education,positive,65,,,,
18338,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,love,2021-03-13 2:14:57,,education,positive,65,,,,
18306,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,peeking,2021-04-11 7:55:15,,education,neutral,35,,,,
,,,,,,,,,,,
18310,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,peeking,2020-08-18 3:36:32,,education,neutral,35,,,,
18313,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,peeking,2020-06-30 21:18:07,,education,neutral,35,,,,
18315,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,peeking,2021-05-17 17:12:41,,education,neutral,35,,,,
18327,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,scared,2020-10-26 1:32:21,,education,negative,15,,,,
18308,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,super love,2020-09-12 19:59:45,,education,positive,75,,,,
18326,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,super love,2021-04-17 0:29:07,,education,positive,75,,,,
18318,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,want,2020-11-16 2:43:55,,education,positive,70,,,,
18321,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,want,2021-03-28 21:50:51,,education,positive,70,,,,
18328,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,worried,2020-07-16 18:17:23,,education,negative,12,,,,
18332,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,worried,2021-03-28 21:57:21,,education,negative,12,,,,
2833,ec8e2d25-5730-4753-a0a2-d1ed41e23623,cherish,2021-01-17 8:39:59,,healthy eating,positive,70,,,,
2842,ec8e2d25-5730-4753-a0a2-d1ed41e23623,cherish,2021-02-27 7:41:45,,healthy eating,positive,70,,,,
2818,ec8e2d25-5730-4753-a0a2-d1ed41e23623,dislike,2021-05-24 23:39:14,,healthy eating,negative,10,,,,
2819,ec8e2d25-5730-4753-a0a2-d1ed41e23623,dislike,2020-12-05 19:25:32,,healthy eating,negative,10,,,,
2837,ec8e2d25-5730-4753-a0a2-d1ed41e23623,dislike,2020-08-25 10:08:53,,healthy eating,negative,10,,,,
2838,ec8e2d25-5730-4753-a0a2-d1ed41e23623,dislike,2020-11-08 6:51:06,,healthy eating,negative,10,,,,
2836,ec8e2d25-5730-4753-a0a2-d1ed41e23623,hate,2021-01-23 18:49:27,,healthy eating,negative,5,,,,
2824,ec8e2d25-5730-4753-a0a2-d1ed41e23623,heart,2021-02-22 3:22:01,,healthy eating,positive,60,,,,
2831,ec8e2d25-5730-4753-a0a2-d1ed41e23623,heart,2021-04-27 14:28:24,,healthy eating,positive,60,,,,
2834,ec8e2d25-5730-4753-a0a2-d1ed41e23623,heart,2020-10-22 5:57:16,,healthy eating,positive,60,,,,
2844,ec8e2d25-5730-4753-a0a2-d1ed41e23623,heart,2020-07-06 21:32:09,,healthy eating,positive,60,,,,
2830,ec8e2d25-5730-4753-a0a2-d1ed41e23623,interested,2020-11-17 0:10:23,,healthy eating,positive,30,,,,
2835,ec8e2d25-5730-4753-a0a2-d1ed41e23623,interested,2021-02-12 9:31:46,,healthy eating,positive,30,,,,
2822,ec8e2d25-5730-4753-a0a2-d1ed41e23623,intrigued,2020-09-19 4:50:43,,healthy eating,positive,45,,,,
2828,ec8e2d25-5730-4753-a0a2-d1ed41e23623,intrigued,2020-09-07 16:24:59,,healthy eating,positive,45,,,,
2817,ec8e2d25-5730-4753-a0a2-d1ed41e23623,like,2020-08-22 4:43:13,,healthy eating,positive,50,,,,
2827,ec8e2d25-5730-4753-a0a2-d1ed41e23623,like,2020-11-15 17:07:22,,healthy eating,positive,50,,,,
2832,ec8e2d25-5730-4753-a0a2-d1ed41e23623,like,2020-07-03 15:21:36,,healthy eating,positive,50,,,,
2821,ec8e2d25-5730-4753-a0a2-d1ed41e23623,love,2020-09-27 4:30:17,,healthy eating,positive,65,,,,
2816,ec8e2d25-5730-4753-a0a2-d1ed41e23623,scared,2021-05-08 4:27:59,,healthy eating,negative,15,,,,
2823,ec8e2d25-5730-4753-a0a2-d1ed41e23623,scared,2021-03-09 8:01:10,,healthy eating,negative,15,,,,
2826,ec8e2d25-5730-4753-a0a2-d1ed41e23623,scared,2021-03-04 12:32:49,,healthy eating,negative,15,,,,
2829,ec8e2d25-5730-4753-a0a2-d1ed41e23623,scared,2020-07-23 5:18:46,,healthy eating,negative,15,,,,
2841,ec8e2d25-5730-4753-a0a2-d1ed41e23623,scared,2021-05-24 23:12:42,,healthy eating,negative,15,,,,
2825,ec8e2d25-5730-4753-a0a2-d1ed41e23623,super love,2021-02-11 14:47:25,,healthy eating,positive,75,,,,
2839,ec8e2d25-5730-4753-a0a2-d1ed41e23623,want,2021-01-31 19:33:19,,healthy eating,positive,70,,,,
2840,ec8e2d25-5730-4753-a0a2-d1ed41e23623,want,2021-02-14 17:01:43,,healthy eating,positive,70,,,,
2815,ec8e2d25-5730-4753-a0a2-d1ed41e23623,worried,2021-05-18 19:46:57,,healthy eating,negative,12,,,,
2820,ec8e2d25-5730-4753-a0a2-d1ed41e23623,worried,2021-05-27 19:25:02,,healthy eating,negative,12,,,,
2843,ec8e2d25-5730-4753-a0a2-d1ed41e23623,worried,2020-07-14 15:35:46,,healthy eating,negative,12,,,,
22837,ec9a2001-b58d-4a7a-86a5-f7ff637f0fe8,adore,2020-11-14 5:25:14,,travel,positive,72,,,,
22824,ec9a2001-b58d-4a7a-86a5-f7ff637f0fe8,cherish,2021-01-23 2:44:51,,travel,positive,70,,,,
,,,,,,,,,,,
22825,ec9a2001-b58d-4a7a-86a5-f7ff637f0fe8,cherish,2021-04-27 5:27:09,,travel,positive,70,,,,
22828,ec9a2001-b58d-4a7a-86a5-f7ff637f0fe8,disgust,2020-11-26 23:31:02,,travel,negative,0,,,,
22836,ec9a2001-b58d-4a7a-86a5-f7ff637f0fe8,disgust,2020-07-02 17:21:04,,travel,negative,0,,,,
22819,ec9a2001-b58d-4a7a-86a5-f7ff637f0fe8,dislike,2021-01-28 8:50:16,,travel,negative,10,,,,
22834,ec9a2001-b58d-4a7a-86a5-f7ff637f0fe8,dislike,2020-12-03 11:04:42,,travel,negative,10,,,,
22822,ec9a2001-b58d-4a7a-86a5-f7ff637f0fe8,hate,2020-07-13 2:58:20,,travel,negative,5,,,,
22818,ec9a2001-b58d-4a7a-86a5-f7ff637f0fe8,heart,2021-03-22 11:17:53,,travel,positive,60,,,,
22831,ec9a2001-b58d-4a7a-86a5-f7ff637f0fe8,indifferent,2020-09-06 4:23:26,,travel,neutral,20,,,,
22826,ec9a2001-b58d-4a7a-86a5-f7ff637f0fe8,interested,2020-10-27 6:35:37,,travel,positive,30,,,,
22820,ec9a2001-b58d-4a7a-86a5-f7ff637f0fe8,intrigued,2020-11-08 12:00:56,,travel,positive,45,,,,
22829,ec9a2001-b58d-4a7a-86a5-f7ff637f0fe8,intrigued,2020-11-02 9:34:53,,travel,positive,45,,,,
22821,ec9a2001-b58d-4a7a-86a5-f7ff637f0fe8,peeking,2020-06-27 22:22:03,,travel,neutral,35,,,,
22823,ec9a2001-b58d-4a7a-86a5-f7ff637f0fe8,peeking,2021-05-26 18:32:14,,travel,neutral,35,,,,
22833,ec9a2001-b58d-4a7a-86a5-f7ff637f0fe8,scared,2020-11-29 0:28:27,,travel,negative,15,,,,
22835,ec9a2001-b58d-4a7a-86a5-f7ff637f0fe8,super love,2021-01-03 5:06:00,,travel,positive,75,,,,
,,,,,,,,,,,
22827,ec9a2001-b58d-4a7a-86a5-f7ff637f0fe8,want,2020-12-07 3:14:40,,travel,positive,70,,,,
22830,ec9a2001-b58d-4a7a-86a5-f7ff637f0fe8,want,2021-05-18 12:03:34,,travel,positive,70,,,,
22838,ec9a2001-b58d-4a7a-86a5-f7ff637f0fe8,want,2021-02-14 17:31:50,,travel,positive,70,,,,
22832,ec9a2001-b58d-4a7a-86a5-f7ff637f0fe8,worried,2021-02-01 10:50:29,,travel,negative,12,,,,
7440,ecbba40a-93f2-470a-b565-938f61f527a7,adore,2020-12-20 10:19:10,,public speaking,positive,72,,,,
7455,ecbba40a-93f2-470a-b565-938f61f527a7,cherish,2021-04-20 18:12:49,,public speaking,positive,70,,,,
7443,ecbba40a-93f2-470a-b565-938f61f527a7,disgust,2020-12-22 7:20:38,,public speaking,negative,0,,,,
7446,ecbba40a-93f2-470a-b565-938f61f527a7,disgust,2020-07-04 18:32:21,,public speaking,negative,0,,,,
7449,ecbba40a-93f2-470a-b565-938f61f527a7,disgust,2021-06-07 13:21:46,,public speaking,negative,0,,,,
7454,ecbba40a-93f2-470a-b565-938f61f527a7,disgust,2021-02-20 14:07:04,,public speaking,negative,0,,,,
7436,ecbba40a-93f2-470a-b565-938f61f527a7,dislike,2021-05-21 11:18:05,,public speaking,negative,10,,,,
7451,ecbba40a-93f2-470a-b565-938f61f527a7,dislike,2020-08-19 19:07:41,,public speaking,negative,10,,,,
7453,ecbba40a-93f2-470a-b565-938f61f527a7,hate,2021-06-07 7:42:25,,public speaking,negative,5,,,,
7445,ecbba40a-93f2-470a-b565-938f61f527a7,heart,2020-12-21 12:14:48,,public speaking,positive,60,,,,
7448,ecbba40a-93f2-470a-b565-938f61f527a7,heart,2021-02-17 23:23:18,,public speaking,positive,60,,,,
7452,ecbba40a-93f2-470a-b565-938f61f527a7,heart,2021-01-08 16:05:04,,public speaking,positive,60,,,,
7441,ecbba40a-93f2-470a-b565-938f61f527a7,indifferent,2020-09-27 17:27:06,,public speaking,neutral,20,,,,
7437,ecbba40a-93f2-470a-b565-938f61f527a7,interested,2021-06-02 18:45:48,,public speaking,positive,30,,,,
7438,ecbba40a-93f2-470a-b565-938f61f527a7,intrigued,2020-06-19 11:22:43,,public speaking,positive,45,,,,
7447,ecbba40a-93f2-470a-b565-938f61f527a7,like,2020-11-30 1:56:21,,public speaking,positive,50,,,,
7434,ecbba40a-93f2-470a-b565-938f61f527a7,peeking,2021-04-07 3:32:03,,public speaking,neutral,35,,,,
